指标,角色,问题,问题的不同的问法,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,精度,表,字段,维度(分组).1,维度限定条件,日期限定条件,维度(分组)（包括表名）,维度限定条件（包括表名）,答案-SQL部分,推荐的关联问题,结果+分析解读部分,意图识别场景,意图识别场景流程,意图识别场景参数
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",为什么华南区3月的新增会员同比下滑了？,,归因类,归因通用组件,,,,,销售,,,,,,,,,,,,归因分析,归因分析组件,
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",深圳XXX路店昨天新增了多少会员？,,指标类,单指标卡片,,,,,销售,,,,,门店.门店名称='深圳XXX路店' AND 销售会员.会员状态='有效会员' AND 销售会员.会员类别='新会员',销售.销售日期='昨天',,门店维度表.门店名称='深圳XXX路店' AND 销售会员维度表.会员状态='有效会员' AND 销售会员维度表.会员类别='新会员',"SELECT COUNT(DISTINCT b.member_id)   as '新增会员数'  FROM vw_dwd_fact_store_order_detail a  JOIN vw_dwd_dim_sale_member_label b ON a.member_detail_id = b.member_detail_id JOIN vw_dwd_dim_store c ON a.store_id = c.store_id WHERE a.business_date = DATE_SUB(CURDATE(), INTERVAL 1 DAY) AND c.store_name = '深圳XXX路店' AND b.member_status = '有效会员' AND b.member_type = '新会员'",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",上个月，哪个区域的新增会员环比增长最快？,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""环比变化率"":2 } , ""joint"":{ ""环比变化率"":""%"" } } ",,,,销售会员.会员类别='新会员',销售.销售日期='上个月' OR 销售.销售日期='上上个月',,销售会员维度表.会员类别='新会员',"select  t1.prev_month_new_member  as '上个月新增会员数' ,t2.prev_2_month_new_member  as '环比新增会员数'  ,t1.prev_month_new_member-t2.prev_2_month_new_member  as '环比差额'  ,ifnull((t1.prev_month_new_member-t2.prev_2_month_new_member)/t2.prev_2_month_new_member,0)*100   as '环比变化率'  from ( select count(distinct member_id) as prev_month_new_member from       vw_dwd_dim_store a join      vw_dwd_fact_store_order_detail c on a.store_id = c.store_id join      vw_dwd_dim_sale_member_label b on c.member_detail_id = b.member_detail_id where      b.member_type = '新会员' and       year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month)) ) t1, ( select count(distinct member_id) as prev_2_month_new_member from       vw_dwd_dim_store a join      vw_dwd_fact_store_order_detail c on a.store_id = c.store_id join      vw_dwd_dim_sale_member_label b on c.member_detail_id = b.member_detail_id where      b.member_type = '新会员' and       year(b.business_date)=year(date_sub(curdate(), interval 2 month)) and month(b.business_date) = month(date_sub(curdate(), interval 2 month)) ) t2",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",最近6个月，新增会员数是否有显著的波动？,,趋势类,折线图,,,,,销售,,,,销售.销售日期,销售会员.会员类别='新会员',销售.销售日期<'当月' AND 销售.销售日期>='当月'-6,销售事实表.销售日期,销售会员维度表.会员类别='新会员',"select      date_format(business_date, '%Y-%m')   as '月份' ,      count(distinct member_id)   as '新增会员数'  from      vw_dwd_dim_sale_member_label where      member_type = '新会员' and      business_date between date_format(date_sub(curdate(), interval 5 month), '%Y-%m-01') and curdate() group by      date_format(business_date, '%Y-%m') order by      date_format(business_date, '%Y-%m') ;",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",最近6个月，华南区新增会员数是否有显著的波动？,,趋势类,折线图,,,,,销售,,,,销售.销售日期,门店.区域名称='华南区' AND 销售会员.会员类别='新会员',销售.销售日期<'当月' AND 销售.销售日期>='当月'-6,销售事实表.销售日期,门店维度表.区域名称='华南区' AND 销售会员维度表.会员类别='新会员',"   select      date_format(b.business_date, '%Y-%m') as '月份' ,       count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_store a on c.store_id = a.store_id where      b.member_type = '新会员' and      a.area_name = '华南区' and      b.business_date between date_format(date_sub(curdate(), interval 5 month), '%Y-%m-01') and curdate() group by      date_format(b.business_date, '%Y-%m') order by      date_format(b.business_date, '%Y-%m');",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",最近6个月，深圳XXX路店新增会员数是否有显著的波动？,,趋势类,折线图,,,,,销售,,,,销售.销售日期,门店.区域名称='华南区' AND 门店.门店名称='深圳XXX路店',销售.销售日期<'当月' AND 销售.销售日期>='当月'-6,销售事实表.销售日期,门店维度表.区域名称='华南区' AND 门店维度表.门店名称='深圳XXX路店',"   select      date_format(b.business_date, '%Y-%m') as '月份' ,       count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_store a on c.store_id = a.store_id where      a.store_name = '深圳XXX路店' and      a.area_name = '华南区' and      b.business_date between date_format(date_sub(curdate(), interval 5 month), '%Y-%m-01') and curdate() group by      date_format(b.business_date, '%Y-%m') order by      date_format(b.business_date, '%Y-%m');",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",上个月，哪些门店的新增会员最多？,,排名类,表格,,,,,销售,,,,门店.门店名称,销售会员.会员类别='新会员',销售.销售日期='上个月',门店维度表.门店名称,销售会员维度表.会员类别='新会员',"select      a.store_name  as '门店名称' ,      count(distinct b.member_id)   as '新增会员数'  from      vw_dwd_dim_store a join      vw_dwd_fact_store_order_detail c on a.store_id = c.store_id join      vw_dwd_dim_sale_member_label b on c.member_detail_id = b.member_detail_id where      b.member_type = '新会员' and      year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month)) group by      a.store_name order by      '新增会员数'  desc;",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区哪些门店的新增会员最多？,,排名类,表格,,,,,销售,,,,门店.门店名称,门店.区域名称='华南区' AND 销售会员.会员类别='新会员',销售.销售日期='上个月',门店维度表.门店名称,门店维度表.区域名称='华南区' AND 销售会员维度表.会员类别='新会员',"select      a.store_name  as '门店名称' ,      count(distinct b.member_id)   as '新增会员数'  from      vw_dwd_dim_store a join      vw_dwd_fact_store_order_detail c on a.store_id = c.store_id join      vw_dwd_dim_sale_member_label b on c.member_detail_id = b.member_detail_id where      b.member_type = '新会员' and      a.area_name = '华南区' and      year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month)) group by      a.store_name order by      '新增会员数' desc;    ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",上个月，线上渠道的新增会员有多少？,,指标类,单指标卡片,,,,,销售,,,,,渠道.渠道名称='线上' AND 销售会员.会员类别='新会员',销售.销售日期='上个月',,渠道维度表.渠道名称='线上' AND 销售会员维度表.会员类别='新会员',"select      count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_channel d on c.channel_id = d.channel_id where      b.member_type = '新会员' and      d.channel_name = '线上' and      year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month))        ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",上个月，华南区线上渠道的新增会员有多少？,,指标类,单指标卡片,,,,,销售,,,,,门店.区域名称='华南区' AND 渠道.渠道名称='线上' AND 销售会员.会员类别='新会员',销售.销售日期='上个月',,门店维度表.区域名称='华南区' AND 渠道维度表.渠道名称='线上' AND 销售会员维度表.会员类别='新会员',"select      count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_store a on c.store_id = a.store_id join      vw_dwd_dim_channel d on c.channel_id = d.channel_id where      b.member_type = '新会员' and      a.area_name = '华南区' and      d.channel_name = '线上' and      year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month))",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",上个月，深圳XXX路店线上渠道的新增会员有多少？,,指标类,单指标卡片,,,,,销售,,,,,门店.门店名称='深圳XXX路店' AND 渠道.渠道名称='线上' AND 销售会员.会员类别='新会员',销售.销售日期='上个月',,门店维度表.门店名称='深圳XXX路店' AND 渠道维度表.渠道名称='线上' AND 销售会员维度表.会员类别='新会员',"select      count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_store a on c.store_id = a.store_id join      vw_dwd_dim_channel d on c.channel_id = d.channel_id where      b.member_type = '新会员' and      a.store_name = '深圳XXX路店' and      d.channel_name = '线上' and      year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month))        ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",今年一共新增了多少会员？,,指标类,单指标卡片,,,,,销售,,,,,销售会员.会员类别='新会员',销售.销售日期='今年',,销售会员维度表.会员类别='新会员',select      count(distinct member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label where      member_type = '新会员' and      year(business_date) = year(curdate()),,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】",华南区今年一共新增了多少会员？,,指标类,单指标卡片,,,,,销售,,,,,门店.区域名称='华南区' AND 销售会员.会员类别='新会员',销售.销售日期='今年',,门店维度表.区域名称='华南区' AND 销售会员维度表.会员类别='新会员',select      count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_store a on c.store_id = a.store_id where      b.member_type = '新会员' and      a.area_name = '华南区' and      year(b.business_date) = year(curdate()),,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,区域经理【总部】,营销【总部】,店长【门店】",深圳XXX路店今年一共新增了多少会员？,,指标类,单指标卡片,,,,,销售,,,,,门店.门店名称='深圳XXX路店' AND 销售会员.会员类别='新会员',销售.销售日期='今年',,门店维度表.门店名称='深圳XXX路店' AND 销售会员维度表.会员类别='新会员',select      count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_sale_member_label b join      vw_dwd_fact_store_order_detail c on b.member_detail_id = c.member_detail_id join      vw_dwd_dim_store a on c.store_id = a.store_id where      b.member_type = '新会员' and      a.store_name = '深圳XXX路店' and      year(b.business_date) = year(curdate()),,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
新增会员数,"老板【总部】,营销【总部】",上个月，各大区的新增会员数分布如何？,,分布类,多维下钻组件,,,,,销售,,,,门店.区域名称,销售会员.会员类别='新会员',销售.销售日期='上个月',门店维度表.区域名称,销售会员维度表.会员类别='新会员',"select      a.area_name,      count(distinct b.member_id) as '新增会员数'  from      vw_dwd_dim_store a join      vw_dwd_fact_store_order_detail c on a.store_id = c.store_id join      vw_dwd_dim_sale_member_label b on c.member_detail_id = b.member_detail_id where      b.member_type = '新会员' and      year(b.business_date)=year(date_sub(curdate(), interval 1 month)) and month(b.business_date) = month(date_sub(curdate(), interval 1 month)) group by      a.area_name",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
有效会员数,,,,,,,,,,,,,,,,,,,,,,,,
活跃会员数,"老板【总部】,营销【总部】",上个月有多少活跃会员？,,指标类,单指标卡片,会员增长洞察,/package-m/pages/member/index,会员增长洞察,https://ireport-hq.9zdata.cn/#/growth/member,销售,,,,,销售会员.会员类别='活跃会员',销售.销售日期='上个月',,销售会员维度表.会员类别='活跃会员',"select      count(distinct member_id)   as '活跃会员数'  from      vw_dwd_dim_sale_member_label where      member_type = '活跃会员' and      year(business_date)=year(date_sub(curdate(), interval 1 month)) and month(business_date) = month(date_sub(curdate(), interval 1 month))",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
活跃会员数,"老板【总部】,营销【总部】",为什么上个月的活跃会员环比降低了？,,归因类,归因通用组件,,,,,销售,,,,,,,,,,,,归因分析,归因分析组件,
